,,,,,,,,,,Latitude,Longitude,Actual Lat,Actual Lon,Precision (metres),,,,Coordinate,Metres
,,,,,"$GPGSA,A,3,03,06,14,11,24,22,17,12,19,,,,1.81,1.07,1.46*04",,,,,,,,,,,,,,
,,,,,"$GPRMC,190115.000,A,3952.0335,N,07530.7031,W,34.99,57.66,070424,,,A*7D",39.867225,-75.511718,"39.867225,-75.51171833",,,,,,,,,,,
,,,,,"$GPGGA,190116.000,3952.0390,N,07530.6921,W,1,09,1.07,93.1,M,-33.9,M,,*6A",,,,,,,,,,,,,,
,,,,,"$GPGSA,A,3,03,06,14,11,24,22,17,12,19,,,,1.80,1.07,1.46*05",,,,,,,,,,,,,,
,,,,,"$GPGSV,3,1,11,19,68,341,33,22,65,166,38,06,62,246,36,17,62,057,27*70",,,,,,,,,,,,,,
,,,,,"$GPGSV,3,2,11,14,40,156,30,03,33,057,27,11,24,235,21,24,16,285,27*76",,,,,,,,,,,,,,
,,,,,"$GPGSV,3,3,11,12,05,318,14,02,01,055,14,43,,,*71",,,,,,,,,,,,,,
,,,,,"$GPRMC,190116.000,A,3952.0390,N,07530.6921,W,35.95,58.84,070424,,,A*76",39.867317,-75.511535,"39.86731667,-75.511535",,,,,,,,,,,
,,,,,"$GPGSA,A,3,03,06,14,11,24,22,17,12,19,,,,1.81,1.07,1.46*04",,,,,,,,,,,,,,
,,,,,"$GPRMC,190118.000,A,3952.0494,N,07530.6694,W,35.73,59.68,070424,,,A*71",39.867490,-75.511157,"39.86749,-75.51115667",,,,,,,,,,,
,,,,,"$GPGGA,190119.000,3952.0545,N,07530.6582,W,1,09,1.07,92.2,M,-33.9,M,,*6C",,,,,,,,,,,,,,
,,,,,"$GPGSA,A,3,03,06,14,11,24,22,17,12,19,,,,1.81,1.07,1.46*04",,,,,,,,,,,,,,
,,,,,"$GPRMC,190119.000,A,3952.0545,N,07530.6582,W,35.79,58.71,070424,,,A*7A",39.867575,-75.510970,"39.867575,-75.51097",,,,,,,,,,,
,,,,,"$GPGGA,190120.000,3952.0598,N,07530.6472,W,1,09,1.07,91.5,M,-33.9,M,,*6C",,,,,,,,,,,,,,
,,,,,"$GPGSA,A,3,03,06,14,11,24,22,17,12,19,,,,1.81,1.07,1.46*04",,,,,,,,,,,,,,
,,,,,"$GPRMC,190120.000,A,3952.0598,N,07530.6472,W,36.28,57.58,070424,,,A*7D",39.867663,-75.510787,"39.86766333,-75.51078667",,,,,,,,,,,
,,,,,"$GPGGA,190121.000,3952.0652,N,07530.6364,W,1,09,1.07,90.8,M,-33.9,M,,*64",,,,,,,,,,,,,,
,,,,,"$GPGSA,A,3,03,06,14,11,24,22,17,12,19,,,,1.81,1.07,1.46*04",,,,,,,,,,,,,,
,,,,,"$GPGSV,3,1,11,19,68,341,32,22,65,166,37,06,62,246,34,17,62,057,31*7B",,,,,,,,,,,,,,
,,,,,"$GPGSV,3,2,11,14,40,156,31,03,33,057,29,11,24,235,21,24,16,285,15*78",,,,,,,,,,,,,,
,,,,,"$GPGSV,3,3,11,12,05,318,12,02,01,055,,45,,,*74",,,,,,,,,,,,,,
,,,,,"$GPRMC,190121.000,A,3952.0652,N,07530.6364,W,36.10,56.87,070424,,,A*71",39.867753,-75.510607,"39.86775333,-75.51060667",,,,,,,,,,,
,,,,,"$GPGGA,190122.000,3952.0706,N,07530.6256,W,1,09,1.07,90.3,M,-33.9,M,,*6C",,,,,,,,,,,,,,
,,,,,"$GPGSA,A,3,03,06,14,11,24,22,17,12,19,,,,1.81,1.07,1.46*04",,,,,,,,,,,,,,
,,,,,"$GPRMC,190122.000,A,3952.0706,N,07530.6256,W,36.03,56.53,070424,,,A*79",39.867843,-75.510427,"39.86784333,-75.51042667",,,,,,,,,,,
,,,,,"$GPGGA,190123.000,3952.0760,N,07530.6145,W,1,09,1.07,89.2,M,-33.9,M,,*65",,,,,,,,,,,,,,
,,,,,"$GPGSA,A,3,03,06,14,11,24,22,17,12,19,,,,1.81,1.07,1.46*04",,,,,,,,,,,,,,
,,,,,"$GPRMC,190123.000,A,3952.0760,N,07530.6145,W,36.17,57.03,070424,,,A*78",39.867933,-75.510242,"39.86793333,-75.51024167",,,,,,,,,,,
,,,,,"$GPGGA,190124.000,3952.0814,N,07530.6033,W,1,09,1.07,88.3,M,-33.9,M,,*6E",,,,,,,,,,,,,,
,,,,,"$GPGSA,A,3,03,06,14,11,24,22,17,12,19,,,,1.81,1.07,1.46*04",,,,,,,,,,,,,,
,,,,,"$GPRMC,190124.000,A,3952.0814,N,07530.6033,W,36.66,58.32,070424,,,A*78",39.868023,-75.510055,"39.86802333,-75.510055",,,,,,,,,,,
,,,,,"$GPGSV,3,3,11,12,05,318,14,02,01,055,,45,,,*72",,,,,,,,,,,,,,
,,,,,"$GPRMC,190126.000,A,3952.0924,N,07530.5798,W,38.50,58.62,070424,,,A*73",39.868207,-75.509663,"39.86820667,-75.50966333",,,,,,,,,,,
,,,,,"$GPGGA,190127.000,3952.0981,N,07530.5678,W,1,09,1.07,86.2,M,-33.9,M,,*65",,,,,,,,,,,,,,
,,,,,"$GPGSA,A,3,03,06,14,11,24,22,17,12,19,,,,1.81,1.07,1.46*04",,,,,,,,,,,,,,
,,,,,"$GPRMC,190127.000,A,3952.0981,N,07530.5678,W,38.96,58.70,070424,,,A*7B",39.868302,-75.509463,"39.86830167,-75.50946333",,,,,,,,,,,
,,,,,"$GPGGA,190128.000,3952.1038,N,07530.5559,W,1,09,1.07,86.0,M,-33.9,M,,*62",,,,,,,,,,,,,,
,,,,,"$GPGSA,A,3,03,06,14,11,24,22,17,12,19,,,,1.81,1.07,1.46*04",,,,,,,,,,,,,,
,,,,,"$GPRMC,190128.000,A,3952.1038,N,07530.5559,W,38.31,58.27,070424,,,A*71",39.868397,-75.509265,"39.86839667,-75.509265",,,,,,,,,,,
,,,,,"$GPGGA,190129.000,3952.1092,N,07530.5446,W,1,09,1.07,85.9,M,-33.9,M,,*66",,,,,,,,,,,,,,
,,,,,"$GPGSA,A,3,03,06,14,11,24,22,17,12,19,,,,1.81,1.07,1.46*04",,,,,,,,,,,,,,
,,,,,"$GPRMC,190129.000,A,3952.1092,N,07530.5446,W,38.84,58.13,070424,,,A*76",39.868487,-75.509077,"39.86848667,-75.50907667",,,,,,,,,,,
,,,,,"$GPGGA,190130.000,3952.1138,N,07530.5349,W,1,09,1.07,86.4,M,-33.9,M,,*69",,,,,,,,,,,,,,
,,,,,"$GPGSA,A,3,03,06,14,11,24,22,17,12,19,,,,1.81,1.07,1.46*04",,,,,,,,,,,,,,
,,,,,"$GPRMC,190130.000,A,3952.1138,N,07530.5349,W,28.66,58.06,070424,,,A*7E",39.868563,-75.508915,"39.86856333,-75.508915",,,,,,,,,,,
,,,,,"$GPGGA,190131.000,3952.1173,N,07530.5272,W,1,09,1.07,86.5,M,-33.9,M,,*6F",,,,,,,,,,,,,,
,,,,,"$GPGSA,A,3,03,06,14,11,24,22,17,12,19,,,,1.81,1.07,1.46*04",,,,,,,,,,,,,,
,,,,,"$GPGSV,3,1,11,19,68,341,34,22,65,166,37,06,62,246,34,17,62,057,33*7F",,,,,,,,,,,,,,
,,,,,"$GPGSV,3,2,11,14,40,156,31,03,33,057,31,11,24,235,24,24,16,285,28*7A",,,,,,,,,,,,,,
,,,,,"$GPGSV,3,3,11,12,05,318,12,02,01,056,,46,,,*74",,,,,,,,,,,,,,
,,,,,"$GPRMC,190131.000,A,3952.1173,N,07530.5272,W,22.87,60.52,070424,,,A*76",39.868622,-75.508787,"39.86862167,-75.50878667",,,,,,,,,,,
,,,,,"$GPGGA,190132.000,3952.1199,N,07530.5208,W,1,09,1.07,86.9,M,-33.9,M,,*69",,,,,,,,,,,,,,
,,,,,"$GPGSA,A,3,03,06,14,11,24,22,17,12,19,,,,1.81,1.07,1.46*04",,,,,,,,,,,,,,
,,,,,"$GPRMC,190132.000,A,3952.1199,N,07530.5208,W,19.47,64.75,070424,,,A*79",39.868665,-75.508680,"39.868665,-75.50868",,,,,,,,,,,
,,,,,"$GPGSA,A,3,03,06,14,11,24,22,17,12,19,,,,1.81,1.06,1.46*05",,,,,,,,,,,,,,
,,,,,"$GPGSV,3,1,11,19,68,341,25,22,65,166,40,06,63,247,39,17,62,057,41*77",,,,,,,,,,,,,,
,,,,,"$GPGSV,3,2,11,14,40,156,32,03,33,057,31,11,24,235,32,24,16,285,19*7C",,,,,,,,,,,,,,
,,,,,"$GPGSV,3,3,11,12,05,318,13,02,01,056,,47,,,*74",,,,,,,,,,,,,,
,,,,,"$GPRMC,190136.000,A,3952.1147,N,07530.4983,W,23.05,139.25,070424,,,A*44",39.868578,-75.508305,"39.86857833,-75.508305",,,,,,,,,,,
,,,,,"$GPGGA,190137.000,3952.1091,N,07530.4937,W,1,09,1.07,88.4,M,-33.9,M,,*60",,,,,,,,,,,,,,
,,,,,"$GPGSA,A,3,03,06,14,11,24,22,17,12,19,,,,1.81,1.07,1.46*04",,,,,,,,,,,,,,
,,,,,"$GPRMC,190137.000,A,3952.1091,N,07530.4937,W,24.57,152.52,070424,,,A*4D",39.868485,-75.508228,"39.868485,-75.50822833",,,,,,,,,,,
,,,,,"$GPGGA,190138.000,3952.1020,N,07530.4900,W,1,08,1.14,88.3,M,-33.9,M,,*65",,,,,,,,,,,,,,
,,,,,"$GPGSA,A,3,03,06,14,11,24,22,17,19,,,,,2.02,1.14,1.67*0E",,,,,,,,,,,,,,
,,,,,"$GPRMC,190138.000,A,3952.1020,N,07530.4900,W,27.46,160.85,070424,,,A*44",39.868367,-75.508167,"39.86836667,-75.50816667",,,,,,,,,,,
,,,,,"$GPGGA,190139.000,3952.0940,N,07530.4864,W,1,08,1.14,88.2,M,-33.9,M,,*68",,,,,,,,,,,,,,
,,,,,"$GPGSA,A,3,03,06,14,11,24,22,17,19,,,,,2.02,1.14,1.67*0E",,,,,,,,,,,,,,
,,,,,"$GPRMC,190139.000,A,3952.0940,N,07530.4864,W,30.88,161.51,070424,,,A*44",39.868233,-75.508107,"39.86823333,-75.50810667",,,,,,,,,,,
,,,,,"$GPGGA,190140.000,3952.0852,N,07530.4826,W,1,08,1.14,88.0,M,-33.9,M,,*60",,,,,,,,,,,,,,
,,,,,"$GPGSA,A,3,03,06,14,11,24,22,17,19,,,,,2.02,1.14,1.67*0E",,,,,,,,,,,,,,
,,,,,"$GPRMC,190140.000,A,3952.0852,N,07530.4826,W,33.87,160.93,070424,,,A*4D",39.868087,-75.508043,"39.86808667,-75.50804333",,,,,,,,,,,
,,,,,"$GPGGA,190141.000,3952.0760,N,07530.4783,W,1,08,1.14,87.9,M,-33.9,M,,*69",,,,,,,,,,,,,,
,,,,,"$GPGSA,A,3,03,06,14,11,24,22,17,19,,,,,2.02,1.14,1.67*0E",,,,,,,,,,,,,,
,,,,,"$GPGSV,3,1,11,19,68,341,26,22,65,166,29,06,63,247,40,17,62,057,38*7B",,,,,,,,,,,,,,
,,,,,"$GPGSV,3,2,11,14,40,156,32,03,33,057,23,11,25,235,31,24,16,285,19*7D",,,,,,,,,,,,,,
,,,,,"$GPGSV,3,3,11,12,05,318,,02,01,056,,49,,,*78",,,,,,,,,,,,,,
,,,,,"$GPRMC,190141.000,A,3952.0760,N,07530.4783,W,35.34,160.03,070424,,,A*45",39.867933,-75.507972,"39.86793333,-75.50797167",,,,,,,,,,,
,,,,,"$GPGSA,A,3,03,06,14,11,24,22,17,19,,,,,1.39,1.10,0.86*0F",,,,,,,,,,,,,,
,,,,,"$GPRMC,190144.000,A,3952.0471,N,07530.4645,W,36.50,159.73,070424,,,A*44",39.867452,-75.507742,"39.86745167,-75.50774167",,,,,,,,,,,
,,,,,"$GPGGA,190145.000,3952.0373,N,07530.4597,W,1,08,1.14,88.2,M,-33.9,M,,*68",,,,,,,,,,,,,,
,,,,,"$GPGSA,A,3,03,06,14,11,24,22,17,19,,,,,2.02,1.14,1.67*0E",,,,,,,,,,,,,,
,,,,,"$GPRMC,190145.000,A,3952.0373,N,07530.4597,W,36.50,159.33,070424,,,A*48",39.867288,-75.507662,"39.86728833,-75.50766167",,,,,,,,,,,
,,,,,"$GPGGA,190146.000,3952.0276,N,07530.4550,W,1,08,1.14,88.9,M,-33.9,M,,*6F",,,,,,,,,,,,,,
,,,,,"$GPGSA,A,3,03,06,14,11,24,22,17,19,,,,,2.02,1.14,1.67*0E",,,,,,,,,,,,,,
,,,,,"$GPGSV,3,1,11,19,68,341,30,22,65,166,29,06,63,247,40,17,62,057,33*77",,,,,,,,,,,,,,
,,,,,"$GPGSV,3,2,11,14,40,156,31,03,33,057,22,11,25,235,31,24,16,285,21*74",,,,,,,,,,,,,,
,,,,,"$GPGSV,3,3,11,12,05,318,17,02,01,056,,49,,,*7E",,,,,,,,,,,,,,
,,,,,"$GPRMC,190146.000,A,3952.0276,N,07530.4550,W,36.51,158.88,070424,,,A*44",39.867127,-75.507583,"39.86712667,-75.50758333",,,,,,,,,,,
,,,,,"$GPGGA,190147.000,3952.0179,N,07530.4502,W,1,08,1.13,89.2,M,-33.9,M,,*68",,,,,,,,,,,,,,
,,,,,"$GPGSA,A,3,03,06,14,11,24,22,17,19,,,,,2.02,1.13,1.67*09",,,,,,,,,,,,,,
,,,,,"$GPRMC,190147.000,A,3952.0179,N,07530.4502,W,36.52,158.25,070424,,,A*4A",39.866965,-75.507503,"39.866965,-75.50750333",,,,,,,,,,,
,,,,,"$GPGGA,190148.000,3952.0080,N,07530.4452,W,1,08,1.14,89.3,M,-33.9,M,,*62",,,,,,,,,,,,,,
,,,,,"$GPGSA,A,3,03,06,14,11,24,22,17,19,,,,,2.02,1.14,1.67*0E",,,,,,,,,,,,,,
,,,,,"$GPRMC,190148.000,A,3952.0080,N,07530.4452,W,36.50,158.81,070424,,,A*4A",39.866800,-75.507420,"39.8668,-75.50742",,,,,,,,,,,
,,,,,"$GPGGA,190149.000,3951.9978,N,07530.4407,W,1,08,1.13,89.4,M,-33.9,M,,*67",,,,,,,,,,,,,,
,,,,,"$GPGSA,A,3,03,06,14,11,24,22,17,19,,,,,2.02,1.13,1.67*09",,,,,,,,,,,,,,
,,,,,"$GPRMC,190149.000,A,3951.9978,N,07530.4407,W,37.10,160.06,070424,,,A*4E",39.866630,-75.507345,"39.86663,-75.507345",,,,,,,,,,,
,,,,,"$GPGGA,190150.000,3951.9877,N,07530.4366,W,1,08,1.14,89.7,M,-33.9,M,,*65",,,,,,,,,,,,,,
,,,,,"$GPGSA,A,3,03,06,14,11,24,22,17,19,,,,,2.02,1.14,1.67*0E",,,,,,,,,,,,,,
,,,,,"$GPRMC,190150.000,A,3951.9877,N,07530.4366,W,36.58,160.05,070424,,,A*46",39.866462,-75.507277,"39.86646167,-75.50727667",,,,,,,,,,,
,,,,,"$GPGGA,190159.000,3951.9079,N,07530.3999,W,1,08,1.13,88.3,M,-33.9,M,,*65",,,,,,,,,,,,,,
,,,,,"$GPGSA,A,3,03,06,14,11,24,22,17,19,,,,,2.02,1.13,1.67*09",,,,,,,,,,,,,,
,,,,,"$GPRMC,190159.000,A,3951.9079,N,07530.3999,W,34.86,153.89,070424,,,A*41",39.865132,-75.506665,"39.86513167,-75.506665",,,,,,,,,,,
,,,,,"$GPGGA,190200.000,3951.8990,N,07530.3942,W,1,08,1.10,86.6,M,-33.9,M,,*6B",,,,,,,,,,,,,,
,,,,,"$GPGSA,A,3,03,06,14,11,24,22,17,19,,,,,1.39,1.10,0.86*0F",,,,,,,,,,,,,,
,,,,,"$GPRMC,190200.000,A,3951.8990,N,07530.3942,W,35.42,153.79,070424,,,A*41",39.864983,-75.506570,"39.86498333,-75.50657",,,,,,,,,,,
,,,,,"$GPGGA,190201.000,3951.8898,N,07530.3885,W,1,08,1.10,87.9,M,-33.9,M,,*67",,,,,,,,,,,,,,
,,,,,"$GPGSA,A,3,03,06,14,11,24,22,17,19,,,,,1.39,1.10,0.86*0F",,,,,,,,,,,,,,
,,,,,"$GPGSV,3,1,11,19,68,341,35,22,65,166,32,06,63,247,31,17,62,057,31*7C",,,,,,,,,,,,,,
,,,,,"$GPGSV,3,2,11,14,40,156,28,03,33,057,29,11,25,235,22,24,16,285,15*72",,,,,,,,,,,,,,
,,,,,"$GPGSV,3,3,11,12,05,318,16,02,01,056,,50,,,*77",,,,,,,,,,,,,,
,,,,,"$GPRMC,190201.000,A,3951.8898,N,07530.3885,W,35.37,154.64,070424,,,A*4A",39.864830,-75.506475,"39.86483,-75.506475",,,,,,,,,,,
,,,,,"$GPGGA,190202.000,3951.8809,N,07530.3827,W,1,08,1.10,87.4,M,-33.9,M,,*69",,,,,,,,,,,,,,
,,,,,"$GPGSA,A,3,03,06,14,11,24,22,17,19,,,,,1.39,1.10,0.86*0F",,,,,,,,,,,,,,
,,,,,"$GPRMC,190202.000,A,3951.8809,N,07530.3827,W,34.88,153.86,070424,,,A*47",39.864682,-75.506378,"39.86468167,-75.50637833",,,,,,,,,,,
,,,,,"$GPGGA,190203.000,3951.8719,N,07530.3771,W,1,08,1.10,86.4,M,-33.9,M,,*6B",,,,,,,,,,,,,,
,,,,,"$GPGSA,A,3,03,06,14,11,24,22,17,19,,,,,1.39,1.10,0.86*0F",,,,,,,,,,,,,,
,,,,,"$GPRMC,190203.000,A,3951.8719,N,07530.3771,W,34.88,154.73,070424,,,A*49",39.864532,-75.506285,"39.86453167,-75.506285",,,,,,,,,,,
,,,,,"$GPGGA,190204.000,3951.8627,N,07530.3710,W,1,08,1.13,85.2,M,-33.9,M,,*61",,,,,,,,,,,,,,
,,,,,"$GPGSA,A,3,03,06,14,11,24,22,17,19,,,,,2.02,1.13,1.67*09",,,,,,,,,,,,,,
,,,,,"$GPRMC,190204.000,A,3951.8627,N,07530.3710,W,35.35,153.98,070424,,,A*40",39.864378,-75.506183,"39.86437833,-75.50618333",,,,,,,,,,,
,,,,,"$GPGGA,190205.000,3951.8534,N,07530.3648,W,1,08,1.13,83.2,M,-33.9",,,,,,,,,,,,,,
,,,,,"$GPGSA,A,3,03,06,14,11,24,22,17,19,,,,,2.02,1.13,1.67*09",,,,,,,,,,,,,,
,,,,,"$GPRMC,190207.000,A,3951.8347,N,07530.3519,W,37.26,153.82,070424,,,A*40",39.863912,-75.505865,"39.86391167,-75.505865",,,,,,,,,,,
,,,,,"$GPGGA,190208.000,3951.8254,N,07530.3458,W,1,08,1.13,81.9,M,-33.9,M,,*6D",,,,,,,,,,,,,,
,,,,,"$GPGSA,A,3,03,06,14,11,24,22,17,19,,,,,2.02,1.13,1.67*09",,,,,,,,,,,,,,
,,,,,"$GPRMC,190208.000,A,3951.8254,N,07530.3458,W,36.36,153.92,070424,,,A*49",39.863757,-75.505763,"39.86375667,-75.50576333",,,,,,,,,,,
,,,,,"$GPGGA,190209.000,3951.8162,N,07530.3400,W,1,08,1.10,80.5,M,-33.9,M,,*69",,,,,,,,,,,,,,
,,,,,"$GPGSA,A,3,03,06,14,11,24,22,17,19,,,,,1.39,1.10,0.86*0F",,,,,,,,,,,,,,
,,,,,"$GPRMC,190209.000,A,3951.8162,N,07530.3400,W,36.41,155.53,070424,,,A*48",39.863603,-75.505667,"39.86360333,-75.50566667",,,,,,,,,,,
,,,,,"$GPGGA,190210.000,3951.8081,N,07530.3340,W,1,08,1.10,78.5,M,-33.9,M,,*69",,,,,,,,,,,,,,
,,,,,"$GPGSA,A,3,03,06,14,11,24,22,17,19,,,,,1.39,1.10,0.86*0F",,,,,,,,,,,,,,
,,,,,"$GPRMC,190210.000,A,3951.8081,N,07530.3340,W,36.74,150.52,070424,,,A*4D",39.863468,-75.505567,"39.86346833,-75.50556667",,,,,,,,,,,
,,,,,"$GPGGA,190211.000,3951.8007,N,07530.3275,W,1,08,1.10,78.2,M,-33.9,M,,*66",,,,,,,,,,,,,,
,,,,,"$GPGSA,A,3,03,06,14,11,24,22,17,19,,,,,1.39,1.10,0.86*0F",,,,,,,,,,,,,,
,,,,,"$GPGSV,3,1,11,19,68,341,24,22,65,166,39,06,63,247,39,17,62,057,38*76",,,,,,,,,,,,,,
,,,,,"$GPGSV,3,2,11,14,40,156,26,03,33,056,24,11,25,235,21,24,16,285,17*71",,,,,,,,,,,,,,
,,,,,"$GPGSV,3,3,11,12,05,318,16,02,01,056,,40,,,*76",,,,,,,,,,,,,,
,,,,,"$GPRMC,190211.000,A,3951.8007,N,07530.3275,W,30.70,143.90,070424,,,A*4B",39.863345,-75.505458,"39.863345,-75.50545833",,,,,,,,,,,
,,,,,"$GPGGA,190212.000,3951.7945,N,07530.3204,W,1,08,1.10,77.5,M,-33.9,M,,*6B",,,,,,,,,,,,,,
,,,,,"$GPGSA,A,3,03,06,14,11,24,22,17,19,,,,,1.39,1.10,0.86*0F",,,,,,,,,,,,,,
,,,,,"$GPRMC,190212.000,A,3951.7945,N,07530.3204,W,28.95,136.02,070424,,,A*45",39.863242,-75.505340,"39.86324167,-75.50534",,,,,,,,,,,
,,,,,"$GPGGA,190213.000,3951.7888,N,07530.3128,W,1,08,1.10,77.1,M,-33.9,M,,*63",,,,,,,,,,,,,,
,,,,,"$GPGSA,A,3,03,06,14,11,24,22,17,19,,,,,1.39,1.10,0.86*0F",,,,,,,,,,,,,,
,,,,,"$GPRMC,190213.000,A,3951.7888,N,07530.3128,W,28.19,131.73,070424,,,A*4C",39.863147,-75.505213,"39.86314667,-75.50521333",,,,,,,,,,,
,,,,,"$GPRMC,190212.000,A,3951.7945,N,07530.3204,W,28.95,136.02,070424,,,A*45",39.863242,-75.505340,"39.86324167,-75.50534",,,,,,,,,,,
,,,,,"$GPGGA,190213.000,3951.7888,N,07530.3128,W,1,08,1.10,77.1,M,-33.9,M,,*63",,,,,,,,,,,,,,
,,,,,"$GPGSA,A,3,03,06,14,11,24,22,17,19,,,,,1.39,1.10,0.86*0F",,,,,,,,,,,,,,
,,,,,"$GPRMC,190213.000,A,3951.7888,N,07530.3128,W,28.19,131.73,070424,,,A*4C",39.863147,-75.505213,"39.86314667,-75.50521333",,,,,,,,,,,
,,,,,"$GPGGA,190214.000,3951.7837,N,07530.3055,W,1,08,1.10,76.5,M,-33.9,M,,*6E",,,,,,,,,,,,,,
,,,,,"$GPGSA,A,3,03,06,14,11,24,22,17,19,,,,,1.39,1.10,0.86*0F",,,,,,,,,,,,,,
,,,,,"$GPRMC,190214.000,A,3951.7837,N,07530.3055,W,25.30,133.70,070424,,,A*43",39.863062,-75.505092,"39.86306167,-75.50509167",,,,,,,,,,,
,,,,,"$GPGGA,190215.000,3951.7778,N,07530.2967,W,1,08,1.10,76.2,M,-33.9,M,,*65",,,,,,,,,,,,,,
,,,,,"$GPGSA,A,3,03,06,14,11,24,22,17,19,,,,,1.39,1.10,0.86*0F",,,,,,,,,,,,,,
,,,,,"$GPRMC,190215.000,A,3951.7778,N,07530.2967,W,28.75,130.55,070424,,,A*47",39.862963,-75.504945,"39.86296333,-75.504945",,,,,,,,,,,
,,,,,"$GPGGA,190216.000,3951.7725,N,07530.2887,W,1,08,1.10,76.2,M,-33.9,M,,*61",,,,,,,,,,,,,,
,,,,,"$GPGSA,A,3,03,06,14,11,24,22,17,19,,,,,1.39,1.10,0.86*0F",,,,,,,,,,,,,,
,,,,,"$GPGSV,3,1,11,19,68,341,24,22,65,166,31,06,63,247,38,17,62,057,39*7E",,,,,,,,,,,,,,
,,,,,"$GPGSV,3,2,11,14,39,156,27,03,33,056,26,11,25,235,18,24,16,285,14*75",,,,,,,,,,,,,,
,,,,,"$GPGSV,3,3,11,12,06,318,17,02,01,056,,42,,,*76",,,,,,,,,,,,,,
,,,,,"$GPRMC,190216.000,A,3951.7725,N,07530.2887,W,28.24,130.60,070424,,,A*41",39.862875,-75.504812,"39.862875,-75.50481167",,,,,,,,,,,
,,,,,"$GPGGA,190217.000,3951.7681,N,07530.2814,W,1,08,1.10,75.0,M,-33.9,M,,*64",,,,,,,,,,,,,,
,,,,,"$GPGSA,A,3,03,06,14,11,24,22,17,19,,,,,1.39,1.10,0.86*0F",,,,,,,,,,,,,,
,,,,,"$GPRMC,190217.000,A,3951.7681,N,07530.2814,W,26.04,127.66,070424,,,A*49",39.862802,-75.504690,"39.86280167,-75.50469",,,,,,,,,,,
,,,,,"$GPGGA,190218.000,3951.7642,N,07530.2734,W,1,08,1.10,73.9,M,-33.9,M,,*66",,,,,,,,,,,,,,
,,,,,"$GPGSA,A,3,03,06,14,11,24,22,17,19,,,,,1.39,1.10,0.86*0F",,,,,,,,,,,,,,
,,,,,"$GPRMC,190218.000,A,3951.7642,N,07530.2734,W,25.31,119.97,070424,,,A*42",39.862737,-75.504557,"39.86273667,-75.50455667",,,,,,,,,,,
,,,,,"$GPGGA,190219.000,3951.7614,",,,,,,,,,,,,,,
,,,,,"$GPGSA,A,3,03,06,14,11,24,22,17,19,,,,,1.39,1.10,0.86*0F",,,,,,,,,,,,,,
,,,,,"$GPRMC,190219.000,A,3951.7614,N,07530.2649,W,25.66,112.04,070424,,,A*48",39.862690,-75.504415,"39.86269,-75.504415",,,,,,,,,,,
,,,,,"$GPGGA,190220.000,3951.7589,N,07530.2559,W,1,08,1.10,72.4,M,-33.9,M,,*6C",,,,,,,,,,,,,,
,,,,,"$GPGSA,A,3,03,06,14,11,24,22,17,19,,,,,1.39,1.10,0.86*0F",,,,,,,,,,,,,,
,,,,,"$GPRMC,190220.000,A,3951.7589,N,07530.2559,W,28.08,108.12,070424,,,A*4E",39.862648,-75.504265,"39.86264833,-75.504265",,,,,,,,,,,
,,,,,"$GPGGA,190221.000,3951.7566,N,07530.2454,W,1,08,1.10,71.4,M,-33.9,M,,*63",,,,,,,,,,,,,,
,,,,,"$GPGSA,A,3,03,06,14,11,24,22,17,19,,,,,1.39,1.10,0.86*0F",,,,,,,,,,,,,,
,,,,,"$GPGSV,3,1,11,19,68,342,36,22,65,166,38,06,63,247,28,17,62,058,37*77",,,,,,,,,,,,,,
,,,,,"$GPGSV,3,2,11,14,39,156,24,03,33,056,23,51,33,224,,11,25,235,17*77",,,,,,,,,,,,,,
,,,,,"$GPGSV,3,3,11,24,16,285,14,12,06,318,13,02,01,056,*4F",,,,,,,,,,,,,,
,,,,,"$GPRMC,190221.000,A,3951.7566,N,07530.2454,W,31.83,105.43,070424,,,A*40",39.862610,-75.504090,"39.86261,-75.50409",,,,,,,,,,,
,,,,,"$GPGGA,190222.000,3951.7544,N,07530.2343,W,1,08,1.10,70.8,M,-33.9,M,,*6C",,,,,,,,,,,,,,
,,,,,"$GPGSA,A,3,03,06,14,11,24,22,17,19,,,,,1.39,1.10,0.86*0F",,,,,,,,,,,,,,
,,,,,"$GPRMC,190222.000,A,3951.7544,N,07530.2343,W,32.22,105.38,070424,,,A*46",39.862573,-75.503905,"39.86257333,-75.503905",,,,,,,,,,,
,,,,,"$GPGGA,190223.000,3951.7519,N,07530.2232,W,1,08,1.10,70.2,M,-33.9,M,,*68",,,,,,,,,,,,,,
,,,,,"$GPGSA,A,3,03,06,14,11,24,22,17,19,,,,,1.39,1.10,0.86*0F",,,,,,,,,,,,,,
,,,,,"$GPRMC,190223.000,A,3951.7519,N,07530.2232,W,32.59,107.60,070424,,,A*4B",39.862532,-75.503720,"39.86253167,-75.50372",,,,,,,,,,,
,,,,,"$GPGGA,190224.000,3951.7491,N,07530.2117,W,1,08,1.10,69.5,M,-33.9,M,,*65",,,,,,,,,,,,,,
,,,,,"$GPGSA,A,3,03,06,14,11,24,22,17,19,,,,,1.39,1.10,0.86*0F",,,,,,,,,,,,,,
,,,,,"$GPRMC,190224.000,A,3951.7491,N,07530.2117,W,34.82,107.49,070424,,,A*42",39.862485,-75.503528,"39.862485,-75.50352833",,,,,,,,,,,
