,,,,,,,,,,Latitude,Longitude,Actual Lat,Actual Lon,Precision (metres),,,,Coordinate,Metres
,,,,,"$GPGGA,190225.000,3951.7461,N,07530.2000,W,1,08,1.10,69.0,M,-33.9,M,,*69",,,,,,,,,,,,,,
,,,,,"$GPGSA,A,3,03,06,14,11,24,22,17,19,,,,,1.39,1.10,0.86*0F",,,,,,,,,,,,,,
,,,,,"$GPRMC,190225.000,A,3951.7461,N,07530.2000,W,35.13,107.98,070424,,,A*4E",39.862435,-75.503333,"39.862435,-75.50333333",,,,,,,,,,,
,,,,,"$GPGSA,A,3,03,06,14,11,24,22,17,19,,,,,1.39,1.10,0.86*0F",,,,,,,,,,,,,,
,,,,,"$GPRMC,190227.000,A,3951.7394,N,07530.1783,W,31.58,113.63,070424,,,A*44",39.862323,-75.502972,"39.86232333,-75.50297167",,,,,,,,,,,
,,,,,"$GPGGA,190228.000,3951.7355,N,07530.1677,W,1,08,1.10,69.0,M,-33.9,M,,*61",,,,,,,,,,,,,,
,,,,,"$GPGSA,A,3,03,06,14,11,24,22,17,19,,,,,1.39,1.10,0.86*0F",,,,,,,,,,,,,,
,,,,,"$GPRMC,190228.000,A,3951.7355,N,07530.1677,W,31.86,116.70,070424,,,A*48",39.862258,-75.502795,"39.86225833,-75.502795",,,,,,,,,,,
,,,,,"$GPGGA,190229.000,3951.7311,N,07530.1571,W,1,08,1.10,68.6,M,-33.9,M,,*62",,,,,,,,,,,,,,
,,,,,"$GPGSA,A,3,03,06,14,11,24,22,17,19,,,,,1.39,1.10,0.86*0F",,,,,,,,,,,,,,
,,,,,"$GPRMC,190229.000,A,3951.7311,N,07530.1571,W,31.85,118.55,070424,,,A*46",39.862185,-75.502618,"39.862185,-75.50261833",,,,,,,,,,,
,,,,,"$GPGGA,190230.000,3951.7257,N,07530.1464,W,1,08,1.10,68.2,M,-33.9,M,,*68",,,,,,,,,,,,,,
,,,,,"$GPGSA,A,3,03,06,14,11,24,22,17,19,,,,,1.39,1.10,0.86*0F",,,,,,,,,,,,,,
,,,,,"$GPRMC,190230.000,A,3951.7257,N,07530.1464,W,35.05,124.32,070424,,,A*4A",39.862095,-75.502440,"39.862095,-75.50244",,,,,,,,,,,
,,,,,"$GPGGA,190231.000,3951.7199,N,07530.1352,W,1,08,1.10,67.8,M,-33.9,M,,*6F",,,,,,,,,,,,,,
,,,,,"$GPGSA,A,3,03,06,14,11,24,22,17,19,,,,,1.39,1.10,0.86*0F",,,,,,,,,,,,,,
,,,,,"$GPGSV,3,1,11,19,68,342,30,22,64,166,37,06,63,247,34,17,62,058,27*73",,,,,,,,,,,,,,
,,,,,"$GPGSV,3,2,11,14,39,156,26,03,33,056,26,44,27,234,,11,25,235,15*72",,,,,,,,,,,,,,
,,,,,"$GPGSV,3,3,11,24,16,284,14,12,06,318,15,02,01,056,*48",,,,,,,,,,,,,,
,,,,,"$GPRMC,190231.000,A,3951.7199,N,07530.1352,W,33.10,125.40,070424,,,A*4E",39.861998,-75.502253,"39.86199833,-75.50225333",,,,,,,,,,,
,,,,,"$GPGGA,190232.000,3951.7138,N,07530.1239,W,1,08,1.10,67.6,M,-33.9,M,,*65",,,,,,,,,,,,,,
,,,,,"$GPGSA,A,3,03,06,14,11,24,22,17,19,,,,,1.39,1.10,0.86*0F",,,,,,,,,,,,,,
,,,,,"$GPRMC,190232.000,A,3951.7138,N,07530.1239,W,36.55,125.58,070424,,,A*47",39.861897,-75.502065,"39.86189667,-75.502065",,,,,,,,,,,
,,,,,"$GPGGA,190233.000,3951.7081,N,07530.1138,W,1,08,1.10,67.4,M,-33.9,M,,*67",,,,,,,,,,,,,,
,,,,,"$GPGSA,A,3,03,06,14,11,24,22,17,19,,,,,1.39,1.10,0.86*0F",,,,,,,,,,,,,,
,,,,,"$GPRMC,190233.000,A,3951.7081,N,07530.1138,W,32.01,124.89,070424,,,A*4F",39.861802,-75.501897,"39.86180167,-75.50189667",,,,,,,,,,,
,,,,,"$GPGSV,3,3,11,24,16,284,12,12,06,318,,02,01,056,*4A",,,,,,,,,,,,,,
,,,,,"$GPRMC,190236.000,A,3951.6916,N,07530.0835,W,32.76,126.99,070424,,,A*4A",39.861527,-75.501392,"39.86152667,-75.50139167",,,,,,,,,,,
,,,,,"$GPGGA,190237.000,3951.6861,N,07530.0747,W,1,08,1.10,64.2,M,-33.9,M,,*6E",,,,,,,,,,,,,,
,,,,,"$GPGSA,A,3,03,06,14,11,24,22,17,19,,,,,1.39,1.10,0.86*0F",,,,,,,,,,,,,,
,,,,,"$GPRMC,190237.000,A,3951.6861,N,07530.0747,W,28.56,132.37,070424,,,A*48",39.861435,-75.501245,"39.861435,-75.501245",,,,,,,,,,,
,,,,,"$GPGGA,190238.000,3951.6818,N,07530.0674,W,1,08,1.10,63.4,M,-33.9,M,,*6F",,,,,,,,,,,,,,
,,,,,"$GPGSA,A,3,03,06,14,11,24,22,17,19,,,,,1.39,1.10,0.86*0F",,,,,,,,,,,,,,
,,,,,"$GPRMC,190238.000,A,3951.6818,N,07530.0674,W,23.39,129.77,070424,,,A*44",39.861363,-75.501123,"39.86136333,-75.50112333",,,,,,,,,,,
,,,,,"$GPGGA,190239.000,3951.6782,N,07530.0610,W,1,08,1.10,62.9,M,-33.9,M,,*6C",,,,,,,,,,,,,,
,,,,,"$GPGSA,A,3,03,06,14,11,24,22,17,19,,,,,1.39,1.10,0.86*0F",,,,,,,,,,,,,,
,,,,,"$GPRMC,190239.000,A,3951.6782,N,07530.0610,W,19.94,124.25,070424,,,A*4F",39.861303,-75.501017,"39.86130333,-75.50101667",,,,,,,,,,,
,,,,,"$GPGGA,190240.000,3951.6754,N,07530.0542,W,1,08,1.10,62.5,M,-33.9,M,,*61",,,,,,,,,,,,,,
,,,,,"$GPGSA,A,3,03,06,14,11,24,22,17,19,,,,,1.39,1.10,0.86*0F",,,,,,,,,,,,,,
,,,,,"$GPRMC,190240.000,A,3951.6754,N,07530.0542,W,18.12,112.76,070424,,,A*42",39.861257,-75.500903,"39.86125667,-75.50090333",,,,,,,,,,,
,,,,,"$GPGGA,190241.000,3951.6737,N,07530.0484,W,1,08,1.13,61.8,M,-33.9,M,,*63",,,,,,,,,,,,,,
,,,,,"$GPGSA,A,3,03,06,14,11,24,22,17,19,,,,,2.01,1.13,1.66*0B",,,,,,,,,,,,,,
,,,,,"$GPGSV,3,1,11,19,68,342,28,22,64,166,40,06,63,247,27,17,62,058,35*7B",,,,,,,,,,,,,,
,,,,,"$GPGSV,3,2,11,14,39,156,27,03,32,056,23,11,25,235,18,24,16,284,14*70",,,,,,,,,,,,,,
,,,,,"$GPGSV,3,3,11,48,16,247,,12,06,318,,02,01,056,*4C",,,,,,,,,,,,,,
,,,,,"$GPRMC,190241.000,A,3951.6737,N,07530.0484,W,15.66,107.27,070424,,,A*43",39.861228,-75.500807,"39.86122833,-75.50080667",,,,,,,,,,,
,,,,,"$GPGGA,190242.000,3951.6723,N,07530.0437,W,1,08,1.10,61.0,M,-33.9,M,,*66",,,,,,,,,,,,,,
,,,,,"$GPGSA,A,3,03,06,14,11,24,22,17,19,,,,,1.39,1.10,0.86*0F",,,,,,,,,,,,,,
,,,,,"$GPRMC,190242.000,A,3951.6723,N,07530.0437,W,13.81,110.31,070424,,,A*43",39.861205,-75.500728,"39.861205,-75.50072833",,,,,,,,,,,
,,,,,"$GPGSV,3,3,11,48,16,247,,12,06,318,,02,01,056,*4C",,,,,,,,,,,,,,
,,,,,"$GPRMC,190246.000,A,3951.6708,N,07530.0341,W,3.91,96.26,070424,,,A*41",39.861180,-75.500568,"39.86118,-75.50056833",,,,,,,,,,,
,,,,,"$GPGGA,190247.000,3951.6704,N,07530.0325,W,1,08,1.13,58.7,M,-33.9,M,,*6C",,,,,,,,,,,,,,
,,,,,"$GPGSA,A,3,03,06,14,11,24,22,17,19,,,,,2.01,1.13,1.66*0B",,,,,,,,,,,,,,
,,,,,"$GPRMC,190247.000,A,3951.6704,N,07530.0325,W,6.05,104.91,070424,,,A*70",39.861173,-75.500542,"39.86117333,-75.50054167",,,,,,,,,,,
,,,,,"$GPGGA,190248.000,3951.6698,N,07530.0293,W,1,08,1.13,58.6,M,-33.9,M,,*6A",,,,,,,,,,,,,,
,,,,,"$GPGSA,A,3,03,06,14,11,24,22,17,19,,,,,2.01,1.13,1.66*0B",,,,,,,,,,,,,,
,,,,,"$GPRMC,190248.000,A,3951.6698,N,07530.0293,W,9.92,107.63,070424,,,A*78",39.861163,-75.500488,"39.86116333,-75.50048833",,,,,,,,,,,
,,,,,"$GPGGA,190249.000,3951.6685,N,07530.0246,W,1,08,1.13,58.6,M,-33.9,M,,*6F",,,,,,,,,,,,,,
,,,,,"$GPGSA,A,3,03,06,14,11,24,22,17,19,,,,,2.01,1.13,1.66*0B",,,,,,,,,,,,,,
,,,,,"$GPRMC,190249.000,A,3951.6685,N,07530.0246,W,15.04,110.65,070424,,,A*4F",39.861142,-75.500410,"39.86114167,-75.50041",,,,,,,,,,,
,,,,,"$GPGGA,190250.000,3951.6657,N,07530.0193,W,1,08,1.13,59.3,M,-33.9,M,,*67",,,,,,,,,,,,,,
,,,,,"$GPGSA,A,3,03,06,14,11,24,22,17,19,,,,,2.01,1.13,1.66*0B",,,,,,,,,,,,,,
,,,,,"$GPRMC,190250.000,A,3951.6657,N,07530.0193,W,19.32,127.30,070424,,,A*4E",39.861095,-75.500322,"39.861095,-75.50032167",,,,,,,,,,,
,,,,,"$GPGGA,190251.000,3951.6616,N,07530.0134,W,1,08,1.13,60.1,M,-33.9,M,,*66",,,,,,,,,,,,,,
,,,,,"$GPGSA,A,3,03,06,14,11,24,22,17,19,,,,,2.01,1.13,1.66*0B",,,,,,,,,,,,,,
,,,,,"$GPGSV,3,1,11,19,68,342,28,22,64,166,41,06,63,248,40,17,62,058,37*76",,,,,,,,,,,,,,
,,,,,"$GPGSV,3,2,11,14,39,156,28,03,32,056,32,11,25,235,22,24,16,284,18*7A",,,,,,,,,,,,,,
,,,,,"$GPGSV,3,3,11,33,14,110,,12,06,319,,02,01,056,*42",,,,,,,,,,,,,,
,,,,,"$GPRMC,190251.000,A,3951.6616,N,07530.0134,W,22.32,140.40,070424,,,A*49",39.861027,-75.500223,"39.86102667,-75.50022333",,,,,,,,,,,
,,,,,"$GPGGA,190252.000,3951.6562,N,07530.0075,W,1,08,1.13,61.1,M,-33.9,M,,*60",,,,,,,,,,,,,,
,,,,,"$GPGSA,A,3,03,06,14,11,24,22,17,19,,,,,2.01,1.13,1.66*0B",,,,,,,,,,,,,,
,,,,,"$GPRMC,190252.000,A,3951.6562,N,07530.0075,W,24.91,145.64,070424,,,A*42",39.860937,-75.500125,"39.86093667,-75.500125",,,,,,,,,,,
,,,,,"$GPGSA,A,3,03,06,14,11,24,22,17,19,,,,,1.39,1.10,0.86*0F",,,,,,,,,,,,,,
,,,,,"$GPRMC,190257.000,A,3951.6208,N,07529.9790,W,31.89,151.57,070424,,,A*49",39.860347,-75.499650,"39.86034667,-75.49965",,,,,,,,,,,
,,,,,"$GPGGA,190258.000,3951.6125,N,07529.9729,W,1,08,1.10,64.0,M,-33.9,M,,*65",,,,,,,,,,,,,,
,,,,,"$GPGSA,A,3,03,06,14,11,24,22,17,19,,,,,1.39,1.10,0.86*0F",,,,,,,,,,,,,,
,,,,,"$GPRMC,190258.000,A,3951.6125,N,07529.9729,W,33.43,149.93,070424,,,A*4D",39.860208,-75.499548,"39.86020833,-75.49954833",,,,,,,,,,,
,,,,,"$GPGGA,190259.000,3951.6045,N,07529.9663,W,1,08,1.10,64.3,M,-33.9,M,,*6F",,,,,,,,,,,,,,
,,,,,"$GPGSA,A,3,03,06,14,11,24,22,17,19,,,,,1.39,1.10,0.86*0F",,,,,,,,,,,,,,
,,,,,"$GPRMC,190259.000,A,3951.6045,N,07529.9663,W,33.13,146.17,070424,,,A*42",39.860075,-75.499438,"39.860075,-75.49943833",,,,,,,,,,,
,,,,,"$GPGGA,190300.000,3951.5965,N,07529.9592,W,1,08,1.10,64.9,M,-33.9,M,,*6D",,,,,,,,,,,,,,
,,,,,"$GPGSA,A,3,03,06,14,11,24,22,17,19,,,,,1.39,1.10,0.86*0F",,,,,,,,,,,,,,
,,,,,"$GPRMC,190300.000,A,3951.5965,N,07529.9592,W,33.80,145.79,070424,,,A*4B",39.859942,-75.499320,"39.85994167,-75.49932",,,,,,,,,,,
,,,,,"$GPGGA,190301.000,3951.5882,N,07529.9515,W,1,08,1.10,65.2,M,-33.9,M,,*61",,,,,,,,,,,,,,
,,,,,"$GPGSA,A,3,03,06,14,11,24,22,17,19,,,,,1.39,1.10,0.86*0F",,,,,,,,,,,,,,
,,,,,"$GPGSV,3,1,11,19,68,343,33,22,64,166,34,06,63,248,36,17,62,058,37*7E",,,,,,,,,,,,,,
,,,,,"$GPGSV,3,2,11,14,39,156,22,51,33,224,,03,32,056,20,11,25,235,18*7C",,,,,,,,,,,,,,
,,,,,"$GPGSV,3,3,11,24,16,284,16,12,06,319,,02,01,056,*4F",,,,,,,,,,,,,,
,,,,,"$GPRMC,190301.000,A,3951.5882,N,07529.9515,W,35.40,143.48,070424,,,A*43",39.859803,-75.499192,"39.85980333,-75.49919167",,,,,,,,,,,
,,,,,"$GPGGA,190302.000,3951.5802,N,07529.9435,W,1,08,1.10,65.7,M,-33.9,M,,*6C",,,,,,,,,,,,,,
,,,,,"$GPGSA,A,3,03,06,14,11,24,22,17,19,,,,,1.39,1.10,0.86*0F",,,,,,,,,,,,,,
,,,,,"$GPRMC,190302.000,A,3951.5802,N,07529.9435,W,35.17,140.83,070424,,,A*4D",39.859670,-75.499058,"39.85967,-75.49905833",,,,,,,,,,,
,,,,,"$GPGGA,190303.000,3951.5724,N,07529.9356,W,1,08,1.10,66.1,M,-33.9,M,,*61",,,,,,,,,,,,,,
,,,,,"$GPGSA,A,3,03,06,14,11,24,22,17,19,,,,,1.39,1.10,0.86*0F",,,,,,,,,,,,,,
,,,,,"$GPRMC,190303.000,A,3951.5724,N,07529.9356,W,33.99,141.92,070424,,,A*44",39.859540,-75.498927,"39.85954,-75.49892667",,,,,,,,,,,
,,,,,"$GPGSA,A,3,03,06,14,12,11,24,22,17,19,,,,1.28,0.98,0.83*08",,,,,,,,,,,,,,
,,,,,"$GPRMC,190304.000,A,3951.5648,N,07529.9276,W,34.20,141.65,070424,,,A*46",39.859413,-75.498793,"39.85941333,-75.49879333",,,,,,,,,,,
,,,,,"$GPGGA,190305.000,3951.5579,N,07529.9194,W,1,09,0.98,67.5,M,-33.9,M,,*64",,,,,,,,,,,,,,
,,,,,"$GPGSA,A,3,03,06,14,12,11,24,22,17,19,,,,1.28,0.98,0.83*08",,,,,,,,,,,,,,
,,,,,"$GPRMC,190305.000,A,3951.5579,N,07529.9194,W,34.60,136.61,070424,,,A*49",39.859298,-75.498657,"39.85929833,-75.49865667",,,,,,,,,,,
,,,,,"$GPGGA,190306.000,3951.5512,N,07529.9109,W,1,08,1.10,68.5,M,-33.9,M,,*61",,,,,,,,,,,,,,
,,,,,"$GPGSA,A,3,03,06,14,11,24,22,17,19,,,,,1.39,1.10,0.86*0F",,,,,,,,,,,,,,
,,,,,"$GPGSV,3,1,11,19,68,343,30,22,64,166,33,06,63,248,35,17,62,058,31*7F",,,,,,,,,,,,,,
,,,,,"$GPGSV,3,2,11,14,39,156,22,03,32,056,24,44,27,234,,11,25,235,18*78",,,,,,,,,,,,,,
,,,,,"$GPGSV,3,3,11,24,16,284,14,12,06,319,,02,01,056,*4D",,,,,,,,,,,,,,
,,,,,"$GPRMC,190306.000,A,3951.5512,N,07529.9109,W,33.29,135.42,070424,,,A*4B",39.859187,-75.498515,"39.85918667,-75.498515",,,,,,,,,,,
,,,,,"$GPGGA,190307.000,3951.5447,N,07529.9025,W,1,08,1.10,69.7,M,-33.9,M,,*6D",,,,,,,,,,,,,,
,,,,,"$GPGSA,A,3,03,06,14,11,24,22,17,19,,,,,1.39,1.10,0.86*0F",,,,,,,,,,,,,,
,,,,,"$GPRMC,190307.000,A,3951.5447,N,07529.9025,W,32.16,135.29,070424,,,A*44",39.859078,-75.498375,"39.85907833,-75.498375",,,,,,,,,,,
,,,,,"$GPGGA,190308.000,3951.5382,N,07529.8935,W,1,08,1.10,70.8,M,-33.9,M,,*62",,,,,,,,,,,,,,
,,,,,"$GPGSA,A,3,03,06,14,11,24,22,17,19,,,,,1.39,1.10,0.86*0F",,,,,,,,,,,,,,
,,,,,"$GPRMC,190308.000,A,3951.5382,N,07529.8935,W,32.35,133.30,070424,,,A*43",39.858970,-75.498225,"39.85897,-75.498225",,,,,,,,,,,
,,,,,"$GPGGA,190309.000,3951.5310,N,07529.8846,W,1,08,1.10,71.7,M,-33.9,M,,*63",,,,,,,,,,,,,,
,,,,,"$GPGSA,A,3,03,06,14,11,24,22,17,19,,,,,1.39,1.10,0.86*0F",,,,,,,,,,,,,,
,,,,,"$GPRMC,190309.000,A,3951.5310,N,07529.8846,W,32.34,136.48,070424,,,A*47",39.858850,-75.498077,"39.85885,-75.49807667",,,,,,,,,,,
,,,,,"$GPGGA,190310.000,3951.5239,N,07529.8757,W,1,08,1.10,71.9,M,-33.9,M,,*60",,,,,,,,,,,,,,
,,,,,"$GPGSA,A,3,03,06,14,11,24,22,17,19,,,,,1.39,1.10,0.86*0F",,,,,,,,,,,,,,
,,,,,"$GPRMC,190310.000,A,3951.5239,N,07529.8757,W,32.04,134.87,070424,,,A*48",39.858732,-75.497928,"39.85873167,-75.49792833",,,,,,,,,,,
,,,,,"$GPGSA,A,3,03,06,14,11,24,22,17,19,,,,,1.39,1.10,0.86*0F",,,,,,,,,,,,,,
,,,,,"$GPRMC,190313.000,A,3951.5047,N,07529.8491,W,31.92,132.43,070424,,,A*4B",39.858412,-75.497485,"39.85841167,-75.497485",,,,,,,,,,,
,,,,,"$GPGGA,190314.000,3951.4988,N,07529.8411,W,1,08,1.10,73.5,M,-33.9,M,,*6B",,,,,,,,,,,,,,
,,,,,"$GPGSA,A,3,03,06,14,11,24,22,17,19,,,,,1.39,1.10,0.86*0F",,,,,,,,,,,,,,
,,,,,"$GPRMC,190314.000,A,3951.4988,N,07529.8411,W,28.91,132.85,070424,,,A*4E",39.858313,-75.497352,"39.85831333,-75.49735167",,,,,,,,,,,
,,,,,"$GPGGA,190315.000,3951.4933,N,07529.8336,W,1,08,1.13,74.2,M,-33.9,M,,*6B",,,,,,,,,,,,,,
,,,,,"$GPGSA,A,3,03,06,14,11,24,22,17,19,,,,,2.01,1.13,1.66*0B",,,,,,,,,,,,,,
,,,,,"$GPRMC,190315.000,A,3951.4933,N,07529.8336,W,28.05,132.63,070424,,,A*48",39.858222,-75.497227,"39.85822167,-75.49722667",,,,,,,,,,,
,,,,,"$GPGGA,190316.000,3951.4875,N,07529.8265,W,1,08,1.13,74.8,M,-33.9,M,,*66",,,,,,,,,,,,,,
,,,,,"$GPGSA,A,3,03,06,14,11,24,22,17,19,,,,,2.01,1.13,1.66*0B",,,,,,,,,,,,,,
,,,,,"$GPGSV,3,1,11,19,68,343,31,22,64,166,40,06,63,248,39,17,62,058,32*75",,,,,,,,,,,,,,
,,,,,"$GPGSV,3,2,11,14,39,156,27,03,32,056,28,11,25,235,25,24,16,284,16*77",,,,,,,,,,,,,,
,,,,,"$GPGSV,3,3,11,48,16,247,,12,06,319,,02,01,056,*4D",,,,,,,,,,,,,,
,,,,,"$GPRMC,190316.000,A,3951.4875,N,07529.8265,W,26.96,136.17,070424,,,A*4C",39.858125,-75.497108,"39.858125,-75.49710833",,,,,,,,,,,
,,,,,"$GPGGA,190317.000,3951.4819,N,07529.8202,W,1,08,1.13,75.7,M,-33.9,M,,*62",,,,,,,,,,,,,,
,,,,,"$GPGSA,A,3,03,06,14,11,24,22,17,19,,,,,2.01,1.13,1.66*0B",,,,,,,,,,,,,,
,,,,,"$GPRMC,190317.000,A,3951.4819,N,07529.8202,W,27.07,140.61,070424,,,A*4F",39.858032,-75.497003,"39.85803167,-75.49700333",,,,,,,,,,,
,,,,,"$GPGGA,190318.000,3951.4757,N,07529.8138,W,1,08,1.10,76.1,M,-33.9,M,,*64",,,,,,,,,,,,,,
,,,,,"$GPGSA,A,3,03,06,14,11,24,22,17,19,,,,,1.39,1.10,0.86*0F",,,,,,,,,,,,,,
,,,,,"$GPRMC,190318.000,A,3951.4757,N,07529.8138,W,27.63,143.45,070424,,,A*48",39.857928,-75.496897,"39.85792833,-75.49689667",,,,,,,,,,,
,,,,,"$GPGGA,190319.000,3951.4698,N,07529.8079,W,1,08,1.13,76.9,M,-33.9,M,,*68",,,,,,,,,,,,,,
,,,,,"$GPGSA,A,3,03,06,14,11,24,22,17,19,,,,,2.01,1.13,1.66*0B",,,,,,,,,,,,,,
,,,,,"$GPRMC,190319.000,A,3951.4698,N,07529.8079,W,25.98,145.35,070424,,,A*48",39.857830,-75.496798,"39.85783,-75.49679833",,,,,,,,,,,
,,,,,"$GPGSV,3,3,11,48,16,247,28,12,06,319,,02,01,056,*47",,,,,,,,,,,,,,
,,,,,"$GPRMC,190321.000,A,3951.4585,N,07529.7973,W,23.53,143.58,070424,,,A*4C",39.857642,-75.496622,"39.85764167,-75.49662167",,,,,,,,,,,
,,,,,"$GPGGA,190322.000,3951.4532,N,07529.7920,W,1,08,1.13,78.1,M,-33.9,M,,*6F",,,,,,,,,,,,,,
,,,,,"$GPGSA,A,3,03,06,14,11,24,22,17,19,,,,,2.01,1.13,1.66*0B",,,,,,,,,,,,,,
,,,,,"$GPRMC,190322.000,A,3951.4532,N,07529.7920,W,23.10,141.71,070424,,,A*4B",39.857553,-75.496533,"39.85755333,-75.49653333",,,,,,,,,,,
,,,,,"$GPGGA,190323.000,3951.4478,N,07529.7867,W,1,08,1.10,78.0,M,-33.9,M,,*61",,,,,,,,,,,,,,
,,,,,"$GPGSA,A,3,03,06,14,11,24,22,17,19,,,,,1.39,1.10,0.86*0F",,,,,,,,,,,,,,
,,,,,"$GPRMC,190323.000,A,3951.4478,N,07529.7867,W,23.73,143.63,070424,,,A*43",39.857463,-75.496445,"39.85746333,-75.496445",,,,,,,,,,,
,,,,,"$GPGGA,190324.000,3951.4421,N,07529.7813,W,1,08,1.13,78.1,M,-33.9,M,,*6B",,,,,,,,,,,,,,
,,,,,"$GPGSA,A,3,03,06,14,11,24,22,17,19,,,,,2.01,1.13,1.66*0B",,,,,,,,,,,,,,
,,,,,"$GPRMC,190324.000,A,3951.4421,N,07529.7813,W,24.67,145.37,070424,,,A*4E",39.857368,-75.496355,"39.85736833,-75.496355",,,,,,,,,,,
,,,,,"$GPGGA,190325.000,3951.4363,N,07529.7760,W,1,08,1.13,78.3,M,-33.9,M,,*62",,,,,,,,,,,,,,
,,,,,"$GPGSA,A,3,03,06,14,11,24,22,17,19,,,,,2.01,1.13,1.66*0B",,,,,,,,,,,,,,
,,,,,"$GPRMC,190325.000,A,3951.4363,N,07529.7760,W,24.65,144.27,070424,,,A*47",39.857272,-75.496267,"39.85727167,-75.49626667",,,,,,,,,,,
,,,,,"$GPGGA,190326.000,3951.4305,N,07529.7706,W,1,08,1.13,78.6,M,-33.9,M,,*64",,,,,,,,,,,,,,
,,,,,"$GPGSA,A,3,03,06,14,11,24,22,17,19,,,,,2.01,1.13,1.66*0B",,,,,,,,,,,,,,
,,,,,"$GPGSV,3,1,11,19,68,343,34,22,64,166,35,06,63,248,41,17,62,058,35*7A",,,,,,,,,,,,,,
,,,,,"$GPGSV,3,2,11,14,39,156,28,03,32,056,21,11,25,235,21,24,16,284,20*70",,,,,,,,,,,,,,
,,,,,"$GPGSV,3,3,11,48,16,247,29,12,06,319,,02,01,056,*46",,,,,,,,,,,,,,
,,,,,"$GPRMC,190326.000,A,3951.4305,N,07529.7706,W,24.63,146.76,070424,,,A*44",39.857175,-75.496177,"39.857175,-75.49617667",,,,,,,,,,,
,,,,,"$GPGGA,190327.000,3951.4247,N,07529.7652,W,1,08,1.13,79.0,M,-33.9,M,,*65",,,,,,,,,,,,,,
,,,,,"$GPGSA,A,3,03,06,14,11,24,22,17,19,,,,,2.01,1.13,1.66*0B",,,,,,,,,,,,,,
,,,,,"$GPRMC,190327.000,A,3951.4247,N,07529.7652,W,24.96,144.33,070424,,,A*4B",39.857078,-75.496087,"39.85707833,-75.49608667",,,,,,,,,,,
,,,,,"$GPRMC,190329.000,A,3951.4130,N,07529.7540,W,25.96,144.41,070424,,,A*42",39.856883,-75.495900,"39.85688333,-75.4959",,,,,,,,,,,
,,,,,"$GPGGA,190330.000,3951.4069,N,07529.7483,W,1,08,1.13,79.9,M,-33.9,M,,*6A",,,,,,,,,,,,,,
,,,,,"$GPGSA,A,3,03,06,14,11,24,22,17,19,,,,,2.01,1.13,1.66*0B",,,,,,,,,,,,,,
,,,,,"$GPRMC,190330.000,A,3951.4069,N,07529.7483,W,26.41,145.48,070424,,,A*48",39.856782,-75.495805,"39.85678167,-75.495805",,,,,,,,,,,
,,,,,"$GPGGA,190331.000,3951.4009,N,07529.7427,W,1,08,1.10,80.2,M,-33.9,M,,*6D",,,,,,,,,,,,,,
,,,,,"$GPGSA,A,3,03,06,14,11,24,22,17,19,,,,,1.39,1.10,0.86*0F",,,,,,,,,,,,,,
,,,,,"$GPGSV,3,1,11,19,68,343,24,22,64,166,36,06,63,248,40,17,61,059,30*7E",,,,,,,,,,,,,,
,,,,,"$GPGSV,3,2,11,14,39,156,27,03,32,056,19,11,25,235,23,24,16,284,19*7C",,,,,,,,,,,,,,
,,,,,"$GPGSV,3,3,11,48,16,247,23,12,06,319,,02,01,056,*4C",,,,,,,,,,,,,,
,,,,,"$GPRMC,190331.000,A,3951.4009,N,07529.7427,W,25.88,143.82,070424,,,A*47",39.856682,-75.495712,"39.85668167,-75.49571167",,,,,,,,,,,
,,,,,"$GPGGA,190332.000,3951.3949,N,07529.7372,W,1,08,1.13,80.4,M,-33.9,M,,*66",,,,,,,,,,,,,,
,,,,,"$GPGSA,A,3,03,06,14,11,24,22,17,19,,,,,2.01,1.13,1.66*0B",,,,,,,,,,,,,,
,,,,,"$GPRMC,190332.000,A,3951.3949,N,07529.7372,W,25.60,143.83,070424,,,A*4E",39.856582,-75.495620,"39.85658167,-75.49562",,,,,,,,,,,
,,,,,"$GPGGA,190333.000,3951.3891,N,07529.7318,W,1,08,1.13,80.2,M,-33.9,M,,*69",,,,,,,,,,,,,,
,,,,,"$GPGSA,A,3,03,06,14,11,24,22,17,19,,,,,2.01,1.13,1.66*0B",,,,,,,,,,,,,,
,,,,,"$GPRMC,190333.000,A,3951.3891,N,07529.7318,W,24.54,145.03,070424,,,A*4F",39.856485,-75.495530,"39.856485,-75.49553",,,,,,,,,,,
,,,,,"$GPGGA,190334.000,3951.3836,N,07529.7265,W,1,08,1.13,80.6,M,-33.9,M,,*6C",,,,,,,,,,,,,,
,,,,,"$GPGSA,A,3,03,06,14,11,24,22,17,19,,,,,2.01,1.13,1.66*0B",,,,,,,,,,,,,,
,,,,,"$GPRMC,190334.000,A,3951.3836,N,07529.7265,W,23.81,145.34,070424,,,A*45",39.856393,-75.495442,"39.85639333,-75.49544167",,,,,,,,,,,
,,,,,"$GPGGA,190335.000,3951.3782,N,07529.7214,W,1,08,1.13,81.3,M,-33.9,M,,*6F",,,,,,,,,,,,,,
,,,,,"$GPGSA,A,3,03,06,14,11,24,22,17,19,,,,,2.01,1.13,1.66*0B",,,,,,,,,,,,,,
,,,,,"$GPRMC,190335.000,A,3951.3782,N,07529.7214,W,23.09,144.17,070424,,,A*42",39.856303,-75.495357,"39.85630333,-75.49535667",,,,,,,,,,,
,,,,,"$GPGSA,A,3,03,06,14,11,24,22,17,19,,,,,2.01,1.13,1.66*0B",,,,,,,,,,,,,,
